link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,length,lanes,free_speed,capacity,agent_type_code,geometry
,North Stadem Drive,757,658,,1,1,0.061441336,1,60,1800,,"LINESTRING (-111.913651 33.439503 ,-111.913745 33.440377 )"
,North Stadem Drive,658,757,,1,1,0.061441336,1,60,1800,,"LINESTRING (-111.913746 33.440377 ,-111.913651 33.439503 )"
,Red Mountain Freeway,781,797,,1,1,0.440820461,1,60,1800,,"LINESTRING (-111.951731 33.436083 ,-111.944106 33.435623 )"
,Red Mountain Freeway,797,4411,,1,1,0.606366585,1,60,1800,,"LINESTRING (-111.944106 33.435623 ,-111.933668 33.435139 )"
,Red Mountain Freeway,809,663,,1,1,0.265139747,1,60,1800,,"LINESTRING (-111.914783 33.436181 ,-111.919381 33.436204 )"
,nan,812,949,,1,1,0.442268259,1,60,1800,,"LINESTRING (-111.916985 33.435912 ,-111.909602 33.436516 )"
,South Ash Avenue,833,3870,,1,1,0.085581667,1,60,1800,,"LINESTRING (-111.943226 33.424255 ,-111.943347 33.425481 )"
,South Ash Avenue,3870,833,,1,1,0.085581667,1,60,1800,,"LINESTRING (-111.943347 33.425481 ,-111.943227 33.424255 )"
,South Ash Avenue,833,3869,,1,1,0.171908981,1,60,1800,,"LINESTRING (-111.943227 33.424255 ,-111.942390 33.421928 )"
,South Ash Avenue,3869,833,,1,1,0.171908981,1,60,1800,,"LINESTRING (-111.942390 33.421928 ,-111.943227 33.424255 )"
,nan,833,1180,,1,1,0.122286155,1,60,1800,,"LINESTRING (-111.943227 33.424255 ,-111.941266 33.424338 )"
,nan,1180,833,,1,1,0.122286155,1,60,1800,,"LINESTRING (-111.941267 33.424339 ,-111.943227 33.424255 )"
,East Apache Boulevard,846,4645,,1,1,0.065672885,1,60,1800,,"LINESTRING (-111.907185 33.414676 ,-111.906047 33.414696 )"
,nan,846,521,,1,1,0.015963066,1,60,1800,,"LINESTRING (-111.907185 33.414676 ,-111.907175 33.414445 )"
,nan,521,846,,1,1,0.015963066,1,60,1800,,"LINESTRING (-111.907175 33.414445 ,-111.907185 33.414676 )"
,nan,846,1777,,1,1,0.012247257,1,60,1800,,"LINESTRING (-111.907185 33.414676 ,-111.907163 33.414850 )"
,nan,1777,846,,1,1,0.012247257,1,60,1800,,"LINESTRING (-111.907163 33.414850 ,-111.907185 33.414676 )"
,East Apache Boulevard,848,846,,1,1,0.111499124,1,60,1800,,"LINESTRING (-111.909114 33.414622 ,-111.907185 33.414676 )"
,South McClintock Drive,848,1383,,1,1,0.487199722,1,60,1800,,"LINESTRING (-111.909114 33.414622 ,-111.909106 33.407571 )"
,South McClintock Drive,1383,848,,1,1,0.487199722,1,60,1800,,"LINESTRING (-111.909105 33.407571 ,-111.909114 33.414622 )"
,South McClintock Drive,848,1636,,1,1,0.014745175,1,60,1800,,"LINESTRING (-111.909114 33.414622 ,-111.909113 33.414835 )"
,South McClintock Drive,1636,848,,1,1,0.014745175,1,60,1800,,"LINESTRING (-111.909114 33.414835 ,-111.909114 33.414622 )"
,nan,850,4432,,1,1,0.329134925,1,60,1800,,"LINESTRING (-111.926955 33.436482 ,-111.932516 33.435621 )"
,South Una Avenue,857,858,,1,1,0.077497608,1,60,1800,,"LINESTRING (-111.912825 33.419495 ,-111.912825 33.418373 )"
,South Una Avenue,858,857,,1,1,0.077497608,1,60,1800,,"LINESTRING (-111.912824 33.418373 ,-111.912824 33.419495 )"
,East 8th Street,857,1947,,1,1,0.216107224,1,60,1800,,"LINESTRING (-111.912825 33.419494 ,-111.909077 33.419530 )"
,East 8th Street,1947,857,,1,1,0.216107224,1,60,1800,,"LINESTRING (-111.909078 33.419530 ,-111.912825 33.419495 )"
,East 8th Street,857,3860,,1,1,0.108821007,1,60,1800,,"LINESTRING (-111.912825 33.419495 ,-111.914710 33.419443 )"
,East 8th Street,3860,857,,1,1,0.108821007,1,60,1800,,"LINESTRING (-111.914710 33.419443 ,-111.912825 33.419494 )"
,South Una Avenue,858,1888,,1,1,0.090652069,1,60,1800,,"LINESTRING (-111.912825 33.418373 ,-111.912868 33.417070 )"
,South Una Avenue,1888,858,,1,1,0.090652069,1,60,1800,,"LINESTRING (-111.912867 33.417070 ,-111.912824 33.418373 )"
,South Una Avenue,858,857,,1,1,0.077497608,1,60,1800,,"LINESTRING (-111.912824 33.418373 ,-111.912824 33.419495 )"
,South Una Avenue,857,858,,1,1,0.077497608,1,60,1800,,"LINESTRING (-111.912825 33.419495 ,-111.912825 33.418373 )"
,['South Butte Avenue'  'East Orange Street'],858,1889,,1,1,0.149732188,1,60,1800,,"LINESTRING (-111.912825 33.418373 ,-111.911792 33.417068 )"
,['South Butte Avenue'  'East Orange Street'],1889,858,,1,1,0.149732188,1,60,1800,,"LINESTRING (-111.911792 33.417068 ,-111.912824 33.418373 )"
,East Orange Street,858,1450,,1,1,0.107814384,1,60,1800,,"LINESTRING (-111.912825 33.418373 ,-111.914694 33.418369 )"
,East Orange Street,1450,858,,1,1,0.107814384,1,60,1800,,"LINESTRING (-111.914694 33.418368 ,-111.912825 33.418373 )"
,East 7th Street,890,4231,,1,1,0.085637591,1,60,1800,,"LINESTRING (-111.938159 33.423191 ,-111.936675 33.423206 )"
,East 7th Street,4231,890,,1,1,0.085637591,1,60,1800,,"LINESTRING (-111.936675 33.423206 ,-111.938160 33.423192 )"
,East 7th Street,890,961,,1,1,0.104322269,1,60,1800,,"LINESTRING (-111.938159 33.423192 ,-111.939969 33.423189 )"
,East 7th Street,961,890,,1,1,0.104322269,1,60,1800,,"LINESTRING (-111.939969 33.423188 ,-111.938159 33.423191 )"
,South Myrtle Avenue,890,3947,,1,1,0.083208023,1,60,1800,,"LINESTRING (-111.938160 33.423191 ,-111.938145 33.421987 )"
,South Myrtle Avenue,3947,890,,1,1,0.083208023,1,60,1800,,"LINESTRING (-111.938145 33.421987 ,-111.938159 33.423191 )"
,East Broadway Road,901,1617,,1,1,0.104371979,1,60,1800,,"LINESTRING (-111.919508 33.407444 ,-111.917698 33.407445 )"
,East Playa Del Norte Drive,912,336,,1,1,0.028415375,1,60,1800,,"LINESTRING (-111.925032 33.433965 ,-111.924876 33.434197 )"
,North Scottsdale Road,944,335,,1,1,0.093566307,1,60,1800,,"LINESTRING (-111.926352 33.435373 ,-111.926255 33.434042 )"
,East 13th Street,945,1050,,1,1,0.00861844,1,60,1800,,"LINESTRING (-111.938170 33.414986 ,-111.938300 33.414926 )"
,East Apache Boulevard,945,950,,1,1,0.108833435,1,60,1800,,"LINESTRING (-111.938170 33.414986 ,-111.939492 33.416074 )"
,North Scottsdale Road,946,944,,1,1,0.033610051,1,60,1800,,"LINESTRING (-111.926352 33.435859 ,-111.926352 33.435373 )"
,nan,947,3884,,1,1,0.014074092,1,60,1800,,"LINESTRING (-111.926352 33.436357 ,-111.926254 33.436171 )"
,North Scottsdale Road,947,1025,,1,1,0.007792014,1,60,1800,,"LINESTRING (-111.926352 33.436357 ,-111.926352 33.436245 )"
,North McClintock Drive,949,2967,,1,1,0.008475524,1,60,1800,,"LINESTRING (-111.909602 33.436516 ,-111.909606 33.436639 )"
,North McClintock Drive,2967,949,,1,1,0.008475524,1,60,1800,,"LINESTRING (-111.909606 33.436639 ,-111.909602 33.436516 )"
,South McClintock Drive,949,3759,,1,1,0.498135882,1,60,1800,,"LINESTRING (-111.909602 33.436516 ,-111.909091 33.429319 )"
,South McClintock Drive,3759,949,,1,1,0.498135882,1,60,1800,,"LINESTRING (-111.909090 33.429319 ,-111.909602 33.436516 )"
,['East Apache Boulevard'  'South Mill Avenue'],950,957,,1,1,0.099065455,1,60,1800,,"LINESTRING (-111.939492 33.416074 ,-111.939883 33.417454 )"
,North Scottsdale Road,951,947,,1,1,0.050685374,1,60,1800,,"LINESTRING (-111.926351 33.437091 ,-111.926352 33.436357 )"
,nan,951,850,,1,1,0.063659637,1,60,1800,,"LINESTRING (-111.926351 33.437091 ,-111.926955 33.436482 )"
,East Gilbert Drive,952,560,,1,1,0.274267712,1,60,1800,,"LINESTRING (-111.926354 33.437553 ,-111.930015 33.436456 )"
,East Gilbert Drive,560,952,,1,1,0.274267712,1,60,1800,,"LINESTRING (-111.930015 33.436456 ,-111.926354 33.437553 )"
,North Scottsdale Road,952,951,,1,1,0.031950986,1,60,1800,,"LINESTRING (-111.926354 33.437553 ,-111.926351 33.437091 )"
,North Scottsdale Road,953,3887,,1,1,0.008270471,1,60,1800,,"LINESTRING (-111.926291 33.438109 ,-111.926362 33.438005 )"
,North Scottsdale Road,953,77,,1,1,0.150521332,1,60,1800,,"LINESTRING (-111.926290 33.438109 ,-111.926332 33.440287 )"
,North Scottsdale Road,77,953,,1,1,0.150521332,1,60,1800,,"LINESTRING (-111.926332 33.440287 ,-111.926291 33.438109 )"
,South Mill Avenue,957,958,,1,1,0.011532678,1,60,1800,,"LINESTRING (-111.939883 33.417454 ,-111.939876 33.417621 )"
,East 11th Street,957,2209,,1,1,0.186206768,1,60,1800,,"LINESTRING (-111.939883 33.417454 ,-111.936655 33.417483 )"
,East 11th Street,958,4097,,1,1,0.008108914,1,60,1800,,"LINESTRING (-111.939876 33.417621 ,-111.940017 33.417627 )"
,South Mill Avenue,958,959,,1,1,0.099214585,1,60,1800,,"LINESTRING (-111.939876 33.417621 ,-111.939900 33.419057 )"
,East 10th Street,959,2085,,1,1,0.007363267,1,60,1800,,"LINESTRING (-111.939900 33.419057 ,-111.940028 33.419055 )"
,East 10th Street,2085,959,,1,1,0.007363267,1,60,1800,,"LINESTRING (-111.940028 33.419055 ,-111.939900 33.419057 )"
,East 10th Street,959,973,,1,1,0.102812333,1,60,1800,,"LINESTRING (-111.939900 33.419057 ,-111.938118 33.419078 )"
,East 10th Street,973,959,,1,1,0.102812333,1,60,1800,,"LINESTRING (-111.938118 33.419078 ,-111.939900 33.419057 )"
,South Mill Avenue,959,960,,1,1,0.099096524,1,60,1800,,"LINESTRING (-111.939900 33.419057 ,-111.939924 33.420491 )"
,West 9th Street,960,2104,,1,1,0.007145786,1,60,1800,,"LINESTRING (-111.939924 33.420491 ,-111.940047 33.420494 )"
,West 9th Street,2104,960,,1,1,0.007145786,1,60,1800,,"LINESTRING (-111.940047 33.420493 ,-111.939924 33.420491 )"
,South Mill Avenue,960,160,,1,1,0.096816086,1,60,1800,,"LINESTRING (-111.939924 33.420491 ,-111.939938 33.421892 )"
,West 9th Street,960,2561,,1,1,0.103999155,1,60,1800,,"LINESTRING (-111.939923 33.420491 ,-111.938120 33.420522 )"
,West 9th Street,2561,960,,1,1,0.103999155,1,60,1800,,"LINESTRING (-111.938121 33.420522 ,-111.939924 33.420491 )"
,East 7th Street,961,4095,,1,1,0.005797408,1,60,1800,,"LINESTRING (-111.939969 33.423189 ,-111.940069 33.423196 )"
,East 7th Street,4095,961,,1,1,0.005797408,1,60,1800,,"LINESTRING (-111.940069 33.423195 ,-111.939969 33.423188 )"
,East 7th Street,961,890,,1,1,0.104322269,1,60,1800,,"LINESTRING (-111.939969 33.423188 ,-111.938159 33.423191 )"
,East 7th Street,890,961,,1,1,0.104322269,1,60,1800,,"LINESTRING (-111.938159 33.423192 ,-111.939969 33.423189 )"
,South Mill Avenue,961,962,,1,1,0.079889893,1,60,1800,,"LINESTRING (-111.939969 33.423189 ,-111.939952 33.424345 )"
,East 6th Street,962,3612,,1,1,0.007282488,1,60,1800,,"LINESTRING (-111.939952 33.424345 ,-111.940079 33.424344 )"
,East 6th Street,3612,962,,1,1,0.007282488,1,60,1800,,"LINESTRING (-111.940079 33.424343 ,-111.939952 33.424345 )"
,East 6th Street,962,3614,,1,1,0.046739657,1,60,1800,,"LINESTRING (-111.939952 33.424345 ,-111.939142 33.424349 )"
,East 6th Street,3614,962,,1,1,0.046739657,1,60,1800,,"LINESTRING (-111.939142 33.424349 ,-111.939952 33.424345 )"
,South Mill Avenue,962,963,,1,1,0.079262306,1,60,1800,,"LINESTRING (-111.939952 33.424345 ,-111.939961 33.425492 )"
,East 5th Street,963,4092,,1,1,0.006866169,1,60,1800,,"LINESTRING (-111.939961 33.425492 ,-111.940080 33.425492 )"
,East 5th Street,4092,963,,1,1,0.006866169,1,60,1800,,"LINESTRING (-111.940080 33.425492 ,-111.939961 33.425492 )"
,South Mill Avenue,963,964,,1,1,0.067313309,1,60,1800,,"LINESTRING (-111.939961 33.425492 ,-111.939964 33.426466 )"
,East 5th Street,963,2191,,1,1,0.103775461,1,60,1800,,"LINESTRING (-111.939961 33.425492 ,-111.938161 33.425495 )"
,East 5th Street,2191,963,,1,1,0.103775461,1,60,1800,,"LINESTRING (-111.938161 33.425496 ,-111.939961 33.425492 )"
,West 4th Street,964,4236,,1,1,0.006549269,1,60,1800,,"LINESTRING (-111.939964 33.426466 ,-111.940078 33.426463 )"
,West 4th Street,4236,964,,1,1,0.006549269,1,60,1800,,"LINESTRING (-111.940078 33.426462 ,-111.939964 33.426466 )"
,South Mill Avenue,964,966,,1,1,0.063491866,1,60,1800,,"LINESTRING (-111.939964 33.426466 ,-111.939963 33.427385 )"
,['East 3rd Street'  'South Myrtle Avenue'],966,2191,,1,1,0.205574956,1,60,1800,,"LINESTRING (-111.939963 33.427385 ,-111.938161 33.425495 )"
,['East 3rd Street'  'South Myrtle Avenue'],2191,966,,1,1,0.205574956,1,60,1800,,"LINESTRING (-111.938161 33.425496 ,-111.939963 33.427385 )"
,West 3rd Street,966,4091,,1,1,0.006033529,1,60,1800,,"LINESTRING (-111.939963 33.427385 ,-111.940068 33.427385 )"
,West 3rd Street,4091,966,,1,1,0.006033529,1,60,1800,,"LINESTRING (-111.940068 33.427385 ,-111.939963 33.427385 )"
,South Mill Avenue,966,967,,1,1,0.151472032,1,60,1800,,"LINESTRING (-111.939963 33.427385 ,-111.939964 33.429577 )"
,South Mill Avenue,967,3815,,1,1,0.007195496,1,60,1800,,"LINESTRING (-111.939964 33.429577 ,-111.939968 33.429681 )"
,East Rio Salado Parkway,967,4436,,1,1,0.2662955,1,60,1800,,"LINESTRING (-111.939964 33.429577 ,-111.935643 33.430435 )"
,East 10th Street,973,959,,1,1,0.102812333,1,60,1800,,"LINESTRING (-111.938118 33.419078 ,-111.939900 33.419057 )"
,East 10th Street,959,973,,1,1,0.102812333,1,60,1800,,"LINESTRING (-111.939900 33.419057 ,-111.938118 33.419078 )"
,South Myrtle Avenue,973,2561,,1,1,0.099780034,1,60,1800,,"LINESTRING (-111.938118 33.419078 ,-111.938120 33.420522 )"
,South Myrtle Avenue,2561,973,,1,1,0.099780034,1,60,1800,,"LINESTRING (-111.938121 33.420522 ,-111.938118 33.419078 )"
,East Tenth Street,973,3951,,1,1,0.086538581,1,60,1800,,"LINESTRING (-111.938118 33.419078 ,-111.936617 33.419067 )"
,East Tenth Street,3951,973,,1,1,0.086538581,1,60,1800,,"LINESTRING (-111.936617 33.419068 ,-111.938118 33.419078 )"
,East Broadway Road,974,1614,,1,1,0.048019685,1,60,1800,,"LINESTRING (-111.934072 33.407456 ,-111.934904 33.407450 )"
,East Broadway Road,1614,974,,1,1,0.048019685,1,60,1800,,"LINESTRING (-111.934904 33.407449 ,-111.934072 33.407455 )"
,East Broadway Road,974,979,,1,1,0.169466986,1,60,1800,,"LINESTRING (-111.934072 33.407455 ,-111.931138 33.407433 )"
,South la Rosa Drive,976,1616,,1,1,0.006648688,1,60,1800,,"LINESTRING (-111.929028 33.407443 ,-111.929029 33.407539 )"
,South la Rosa Drive,1616,976,,1,1,0.006648688,1,60,1800,,"LINESTRING (-111.929030 33.407539 ,-111.929028 33.407443 )"
,South la Rosa Drive,976,2246,,1,1,0.22103471,1,60,1800,,"LINESTRING (-111.929028 33.407443 ,-111.929013 33.404244 )"
,South la Rosa Drive,2246,976,,1,1,0.22103471,1,60,1800,,"LINESTRING (-111.929013 33.404244 ,-111.929028 33.407443 )"
,East Broadway Road,976,551,,1,1,0.06129842,1,60,1800,,"LINESTRING (-111.929028 33.407443 ,-111.927975 33.407503 )"
,South Sierra Vista Drive,979,109,,1,1,0.006226155,1,60,1800,,"LINESTRING (-111.931138 33.407433 ,-111.931138 33.407523 )"
,South Sierra Vista Drive,109,979,,1,1,0.006226155,1,60,1800,,"LINESTRING (-111.931138 33.407523 ,-111.931138 33.407433 )"
,South Sierra Vista Drive,979,111,,1,1,0.055873836,1,60,1800,,"LINESTRING (-111.931138 33.407433 ,-111.931073 33.406630 )"
,South Sierra Vista Drive,111,979,,1,1,0.055873836,1,60,1800,,"LINESTRING (-111.931073 33.406630 ,-111.931138 33.407433 )"
,East Broadway Road,979,976,,1,1,0.121714492,1,60,1800,,"LINESTRING (-111.931138 33.407433 ,-111.929028 33.407443 )"
,South Jentilly Lane,980,2332,,1,1,0.151726795,1,60,1800,,"LINESTRING (-111.923718 33.407967 ,-111.923542 33.410151 )"
,South Jentilly Lane,2332,980,,1,1,0.151726795,1,60,1800,,"LINESTRING (-111.923542 33.410151 ,-111.923719 33.407967 )"
,South Jentilly Lane,980,1381,,1,1,0.027781575,1,60,1800,,"LINESTRING (-111.923719 33.407967 ,-111.923722 33.407580 )"
,East Orange Street,982,1450,,1,1,0.175202257,1,60,1800,,"LINESTRING (-111.917732 33.418392 ,-111.914694 33.418368 )"
,East Orange Street,1450,982,,1,1,0.175202257,1,60,1800,,"LINESTRING (-111.914694 33.418369 ,-111.917732 33.418393 )"
,South Dorsey Lane,982,3696,,1,1,0.050958778,1,60,1800,,"LINESTRING (-111.917732 33.418393 ,-111.917738 33.417655 )"
,South Dorsey Lane,3696,982,,1,1,0.050958778,1,60,1800,,"LINESTRING (-111.917737 33.417655 ,-111.917732 33.418392 )"
,South Dorsey Lane,982,2957,,1,1,0.071681559,1,60,1800,,"LINESTRING (-111.917732 33.418392 ,-111.917713 33.419430 )"
,South Dorsey Lane,2957,982,,1,1,0.071681559,1,60,1800,,"LINESTRING (-111.917714 33.419430 ,-111.917732 33.418393 )"
,East Orange Street,982,424,,1,1,0.054916922,1,60,1800,,"LINESTRING (-111.917732 33.418393 ,-111.918684 33.418407 )"
,East Orange Street,424,982,,1,1,0.054916922,1,60,1800,,"LINESTRING (-111.918684 33.418406 ,-111.917732 33.418392 )"
,East Palmdale Drive,1006,3973,,1,1,0.056439286,1,60,1800,,"LINESTRING (-111.917706 33.406388 ,-111.916733 33.406429 )"
,East Palmdale Drive,3973,1006,,1,1,0.056439286,1,60,1800,,"LINESTRING (-111.916734 33.406429 ,-111.917706 33.406388 )"
,South Dorsey Lane,1006,1007,,1,1,0.074272683,1,60,1800,,"LINESTRING (-111.917706 33.406388 ,-111.917713 33.405313 )"
,South Dorsey Lane,1007,1006,,1,1,0.074272683,1,60,1800,,"LINESTRING (-111.917712 33.405313 ,-111.917706 33.406388 )"
,South Dorsey Lane,1006,3689,,1,1,0.054351473,1,60,1800,,"LINESTRING (-111.917706 33.406388 ,-111.917703 33.407174 )"
,South Dorsey Lane,3689,1006,,1,1,0.054351473,1,60,1800,,"LINESTRING (-111.917703 33.407174 ,-111.917706 33.406388 )"
,South Dorsey Lane,1007,1006,,1,1,0.074272683,1,60,1800,,"LINESTRING (-111.917712 33.405313 ,-111.917706 33.406388 )"
,South Dorsey Lane,1006,1007,,1,1,0.074272683,1,60,1800,,"LINESTRING (-111.917706 33.406388 ,-111.917713 33.405313 )"
,East Lemon Street,1009,1408,,1,1,0.062342327,1,60,1800,,"LINESTRING (-111.917584 33.416942 ,-111.916503 33.416930 )"
,East Lemon Street,1408,1009,,1,1,0.062342327,1,60,1800,,"LINESTRING (-111.916503 33.416931 ,-111.917584 33.416942 )"
,South Farmer Avenue,1022,1023,,1,1,0.088297066,1,60,1800,,"LINESTRING (-111.944268 33.430793 ,-111.944257 33.429515 )"
,South Farmer Avenue,1023,1022,,1,1,0.088297066,1,60,1800,,"LINESTRING (-111.944256 33.429516 ,-111.944268 33.430793 )"
,South Farmer Avenue,1023,1022,,1,1,0.088297066,1,60,1800,,"LINESTRING (-111.944256 33.429516 ,-111.944268 33.430793 )"
,South Farmer Avenue,1022,1023,,1,1,0.088297066,1,60,1800,,"LINESTRING (-111.944268 33.430793 ,-111.944257 33.429515 )"
,West 1st Street,1023,16,,1,1,0.071451651,1,60,1800,,"LINESTRING (-111.944257 33.429515 ,-111.943057 33.429669 )"
,West 1st Street,16,1023,,1,1,0.071451651,1,60,1800,,"LINESTRING (-111.943057 33.429669 ,-111.944257 33.429516 )"
,South Farmer Avenue,1023,1026,,1,1,0.026625822,1,60,1800,,"LINESTRING (-111.944257 33.429516 ,-111.944334 33.429145 )"
,South Farmer Avenue,1026,1023,,1,1,0.026625822,1,60,1800,,"LINESTRING (-111.944334 33.429145 ,-111.944257 33.429515 )"
,North Scottsdale Road,1024,946,,1,1,0.011308984,1,60,1800,,"LINESTRING (-111.926352 33.436023 ,-111.926352 33.435859 )"
,nan,1024,603,,1,1,0.00798464,1,60,1800,,"LINESTRING (-111.926352 33.436023 ,-111.926283 33.436123 )"
,North Scottsdale Road,1025,1024,,1,1,0.015316838,1,60,1800,,"LINESTRING (-111.926352 33.436245 ,-111.926352 33.436023 )"
,nan,1025,850,,1,1,0.040675059,1,60,1800,,"LINESTRING (-111.926352 33.436245 ,-111.926955 33.436482 )"
,South Farmer Avenue,1026,1023,,1,1,0.026625822,1,60,1800,,"LINESTRING (-111.944334 33.429145 ,-111.944257 33.429515 )"
,South Farmer Avenue,1023,1026,,1,1,0.026625822,1,60,1800,,"LINESTRING (-111.944257 33.429516 ,-111.944334 33.429145 )"
,South Farmer Avenue,1026,2689,,1,1,0.15553581,1,60,1800,,"LINESTRING (-111.944334 33.429145 ,-111.944276 33.426894 )"
,South Farmer Avenue,2689,1026,,1,1,0.15553581,1,60,1800,,"LINESTRING (-111.944276 33.426894 ,-111.944334 33.429145 )"
,West 1st Street,1026,4470,,1,1,0.040699914,1,60,1800,,"LINESTRING (-111.944334 33.429145 ,-111.945040 33.429140 )"
,West 1st Street,4470,1026,,1,1,0.040699914,1,60,1800,,"LINESTRING (-111.945040 33.429140 ,-111.944334 33.429144 )"
,North Scottsdale Road,1027,3880,,1,1,0.017702909,1,60,1800,,"LINESTRING (-111.926173 33.435976 ,-111.926172 33.436233 )"
,nan,1027,645,,1,1,0.061795519,1,60,1800,,"LINESTRING (-111.926173 33.435976 ,-111.925312 33.435553 )"
,North Scottsdale Road,1028,690,,1,1,0.050064001,1,60,1800,,"LINESTRING (-111.926172 33.436368 ,-111.926172 33.437092 )"
,West 5th Street,1030,2952,,1,1,0.085954491,1,60,1800,,"LINESTRING (-111.944283 33.425483 ,-111.945773 33.425470 )"
,West 5th Street,2952,1030,,1,1,0.085954491,1,60,1800,,"LINESTRING (-111.945773 33.425469 ,-111.944282 33.425483 )"
,South Farmer Avenue,1030,1032,,1,1,0.080393205,1,60,1800,,"LINESTRING (-111.944283 33.425483 ,-111.944304 33.424320 )"
,South Farmer Avenue,1032,1030,,1,1,0.080393205,1,60,1800,,"LINESTRING (-111.944303 33.424320 ,-111.944282 33.425483 )"
,South Farmer Avenue,1030,2689,,1,1,0.097487169,1,60,1800,,"LINESTRING (-111.944282 33.425483 ,-111.944276 33.426894 )"
,South Farmer Avenue,2689,1030,,1,1,0.097487169,1,60,1800,,"LINESTRING (-111.944276 33.426894 ,-111.944283 33.425483 )"
,West 5th Street,1030,3870,,1,1,0.053953795,1,60,1800,,"LINESTRING (-111.944282 33.425483 ,-111.943347 33.425481 )"
,West 5th Street,3870,1030,,1,1,0.053953795,1,60,1800,,"LINESTRING (-111.943347 33.425481 ,-111.944282 33.425483 )"
,North Scottsdale Road,1031,558,,1,1,0.027228553,1,60,1800,,"LINESTRING (-111.926172 33.437162 ,-111.926189 33.437556 )"
,nan,1031,952,,1,1,0.031304758,1,60,1800,,"LINESTRING (-111.926172 33.437162 ,-111.926354 33.437553 )"
,West 6th Street,1032,2956,,1,1,0.084848447,1,60,1800,,"LINESTRING (-111.944303 33.424320 ,-111.945775 33.424317 )"
,West 6th Street,2956,1032,,1,1,0.084848447,1,60,1800,,"LINESTRING (-111.945775 33.424316 ,-111.944303 33.424319 )"
,South Farmer Avenue,1032,1034,,1,1,0.078945406,1,60,1800,,"LINESTRING (-111.944304 33.424320 ,-111.944300 33.423177 )"
,South Farmer Avenue,1034,1032,,1,1,0.078945406,1,60,1800,,"LINESTRING (-111.944299 33.423177 ,-111.944303 33.424320 )"
,South Farmer Avenue,1032,1030,,1,1,0.080393205,1,60,1800,,"LINESTRING (-111.944303 33.424320 ,-111.944282 33.425483 )"
,South Farmer Avenue,1030,1032,,1,1,0.080393205,1,60,1800,,"LINESTRING (-111.944283 33.425483 ,-111.944304 33.424320 )"
,South Farmer Avenue,1034,1032,,1,1,0.078945406,1,60,1800,,"LINESTRING (-111.944299 33.423177 ,-111.944303 33.424320 )"
,South Farmer Avenue,1032,1034,,1,1,0.078945406,1,60,1800,,"LINESTRING (-111.944304 33.424320 ,-111.944300 33.423177 )"
,['West 7th Street'  'South Wilson Street'],1034,2956,,1,1,0.162793443,1,60,1800,,"LINESTRING (-111.944299 33.423177 ,-111.945775 33.424317 )"
,['West 7th Street'  'South Wilson Street'],2956,1034,,1,1,0.162793443,1,60,1800,,"LINESTRING (-111.945775 33.424316 ,-111.944299 33.423177 )"
,South Farmer Avenue,1034,1040,,1,1,0.088750668,1,60,1800,,"LINESTRING (-111.944300 33.423177 ,-111.944266 33.421894 )"
,South Farmer Avenue,1040,1034,,1,1,0.088750668,1,60,1800,,"LINESTRING (-111.944266 33.421894 ,-111.944299 33.423177 )"
,West 9th Street,1038,2962,,1,1,0.087799968,1,60,1800,,"LINESTRING (-111.944250 33.420638 ,-111.945772 33.420640 )"
,West 9th Street,2962,1038,,1,1,0.087799968,1,60,1800,,"LINESTRING (-111.945772 33.420640 ,-111.944250 33.420638 )"
,South Farmer Avenue,1038,1039,,1,1,0.020014416,1,60,1800,,"LINESTRING (-111.944250 33.420638 ,-111.944250 33.420348 )"
,South Farmer Avenue,1039,1038,,1,1,0.020014416,1,60,1800,,"LINESTRING (-111.944250 33.420348 ,-111.944250 33.420638 )"
,South Farmer Avenue,1038,1040,,1,1,0.086824412,1,60,1800,,"LINESTRING (-111.944250 33.420638 ,-111.944266 33.421894 )"
,South Farmer Avenue,1040,1038,,1,1,0.086824412,1,60,1800,,"LINESTRING (-111.944266 33.421894 ,-111.944250 33.420638 )"
,South Farmer Avenue,1039,1038,,1,1,0.020014416,1,60,1800,,"LINESTRING (-111.944250 33.420348 ,-111.944250 33.420638 )"
,South Farmer Avenue,1038,1039,,1,1,0.020014416,1,60,1800,,"LINESTRING (-111.944250 33.420638 ,-111.944250 33.420348 )"
,South Farmer Avenue,1039,1042,,1,1,0.065393267,1,60,1800,,"LINESTRING (-111.944250 33.420348 ,-111.944246 33.419402 )"
,South Farmer Avenue,1042,1039,,1,1,0.065393267,1,60,1800,,"LINESTRING (-111.944246 33.419402 ,-111.944250 33.420348 )"
,West 9th Street,1039,3868,,1,1,0.109262182,1,60,1800,,"LINESTRING (-111.944250 33.420348 ,-111.942378 33.420473 )"
,West 9th Street,3868,1039,,1,1,0.109262182,1,60,1800,,"LINESTRING (-111.942378 33.420473 ,-111.944250 33.420349 )"
,West University Drive,1040,3390,,1,1,0.019834218,1,60,1800,,"LINESTRING (-111.944266 33.421893 ,-111.943922 33.421896 )"
,West University Drive,3390,1040,,1,1,0.019834218,1,60,1800,,"LINESTRING (-111.943922 33.421896 ,-111.944266 33.421894 )"
,South Farmer Avenue,1040,1038,,1,1,0.086824412,1,60,1800,,"LINESTRING (-111.944266 33.421894 ,-111.944250 33.420638 )"
,South Farmer Avenue,1038,1040,,1,1,0.086824412,1,60,1800,,"LINESTRING (-111.944250 33.420638 ,-111.944266 33.421894 )"
